<NUMBER OF ZONES> 3061										
<NUMBER OF NODES> 55559											
<FIRST THRU NODE> 1											
<NUMBER OF LINKS> 57002											
<END OF METADATA>


Init node	Term node		Length	Free Flow Time	B	Power	Speed limit	Toll	Type	Cost
6958	6957	1500	0.24849	0.006539211	0.15	4	38	0	1	0
6958	6959	1500	0.24987	0.006575526	0.15	4	38	0	1	0
6959	6804	500	0.24798	0.007749375	0.15	4	32	0	1	0
6959	6958	1500	0.24987	0.006575526	0.15	4	38	0	1	0
6959	7114	500	0.25142	0.007856875	0.15	4	32	0	1	0
6959	40108	1500	0.24866	0.006543684	0.15	4	38	0	1	0
6960	6907	1200	0.07957	0.003315417	0.15	4	24	0	1	0
6960	6929	1200	0.0394	0.001641667	0.15	4	24	0	1	0
6960	6987	1200	0.04986	0.0020775	0.15	4	24	0	1	0
6960	6997	1200	0.07939	0.003307917	0.15	4	24	0	1	0
6962	6937	800	0.04341	0.00180875	0.15	4	24	0	1	0
6962	6977	800	0.03662	0.001525833	0.15	4	24	0	1	0
6963	6965	1500	0.24919	0.006557632	0.15	4	38	0	1	0
6963	30837	500	0.26494	0.009812593	0.15	4	27	0	1	0
6963	40108	1500	0.24833	0.006535	0.15	4	38	0	1	0
6964	6772	5850	0.29387	0.004591719	0.15	4	64	0	1	0
6965	1552	99999	0.26361	0.0105444	0.15	4	25	0	1	0
6965	6963	1500	0.24919	0.006557632	0.15	4	38	0	1	0
6965	6966	1500	0.06668	0.001754737	0.15	4	38	0	1	0
6966	6965	1500	0.06668	0.001754737	0.15	4	38	0	1	0
6966	6968	750	0.1473	0.003876316	0.15	4	38	0	1	0
6966	40565	1700	0.2497	0.006748649	0.15	4	37	0	1	0
6966	40567	500	0.24814	0.007754375	0.15	4	32	0	1	0
6967	6910	1200	0.07823	0.003259583	0.15	4	24	0	1	0
6967	6945	800	0.03903	0.00162625	0.15	4	24	0	1	0
6967	6981	400	0.0418	0.001741667	0.15	4	24	0	1	0
6967	7016	1200	0.07851	0.00327125	0.15	4	24	0	1	0
6968	6966	750	0.1473	0.003876316	0.15	4	38	0	1	0
6968	6969	1500	0.04349	0.001144474	0.15	4	38	0	1	0
6969	6968	1500	0.04349	0.001144474	0.15	4	38	0	1	0
6969	6970	1500	0.08421	0.002216053	0.15	4	38	0	1	0
6969	30780	1350	0.14812	0.003797949	0.15	4	39	0	1	0
6970	6969	1500	0.08421	0.002216053	0.15	4	38	0	1	0
6970	6971	1500	0.12425	0.003269737	0.15	4	38	0	1	0
6970	7229	1700	0.49778	0.013453514	0.15	4	37	0	1	0
6970	40570	1700	0.24913	0.006733243	0.15	4	37	0	1	0
6971	6970	1500	0.12425	0.003269737	0.15	4	38	0	1	0
6971	6974	1500	0.37206	0.009791053	0.15	4	38	0	1	0
6971	30870	500	0.24839	0.007762188	0.15	4	32	0	1	0
6971	30903	500	0.06294	0.001966875	0.15	4	32	0	1	0
6972	6894	1900	0.1411	0.002713462	0.15	4	52	0	1	0
6972	19953	2200	0.08057	0.001492037	0.15	4	54	0	1	0
6972	34424	1400	0.30653	0.007298333	0.15	4	42	0	1	0
6974	6971	1500	0.37206	0.009791053	0.15	4	38	0	1	0
6974	30779	500	0.49527	0.018343333	0.15	4	27	0	1	0
6974	30871	500	0.24938	0.009236296	0.15	4	27	0	1	0
6974	40111	1500	0.37256	0.009804211	0.15	4	38	0	1	0
6975	1326	99999	0.06683	0.003517368	0.15	4	19	0	1	0
6975	6920	1200	0.0551	0.002295833	0.15	4	24	0	1	0
6975	6977	1200	0.02193	0.00091375	0.15	4	24	0	1	0
6976	6979	1500	0.43297	0.011393947	0.15	4	38	0	1	0
6976	40111	1500	0.06605	0.001738158	0.15	4	38	0	1	0
6977	6962	800	0.03662	0.001525833	0.15	4	24	0	1	0
6977	6975	1200	0.02193	0.00091375	0.15	4	24	0	1	0
6977	6991	800	0.03928	0.001636667	0.15	4	24	0	1	0
6977	7021	1200	0.07887	0.00328625	0.15	4	24	0	1	0
6978	6924	400	0.08079	0.00336625	0.15	4	24	0	1	0
6978	6941	1200	0.07759	0.003232917	0.15	4	24	0	1	0
6978	7020	400	0.07446	0.0031025	0.15	4	24	0	1	0
6979	6821	750	0.25491	0.006708158	0.15	4	38	0	1	0
6979	6976	1500	0.43297	0.011393947	0.15	4	38	0	1	0
6979	6980	1500	0.24752	0.006513684	0.15	4	38	0	1	0
6979	7233	750	0.48368	0.012728421	0.15	4	38	0	1	0
6980	1580	99999	0.25146	0.0100584	0.15	4	25	0	1	0
6980	6979	1500	0.24752	0.006513684	0.15	4	38	0	1	0
6980	6982	1500	0.2202	0.005794737	0.15	4	38	0	1	0
6981	1328	99999	0.04135	0.002176316	0.15	4	19	0	1	0
6981	6967	800	0.0418	0.001741667	0.15	4	24	0	1	0
6981	6995	400	0.0353	0.001470833	0.15	4	24	0	1	0
6982	6980	1500	0.2202	0.005794737	0.15	4	38	0	1	0
6982	6983	1500	0.05453	0.001435	0.15	4	38	0	1	0
6982	7055	675	0.11495	0.002947436	0.15	4	39	0	1	0
6983	6982	1500	0.05453	0.001435	0.15	4	38	0	1	0
6983	6984	650	0.22228	0.006735758	0.15	4	33	0	1	0
6983	30916	625	0.1017	0.0025425	0.15	4	40	0	1	0
6984	6983	650	0.22228	0.006735758	0.15	4	33	0	1	0
6984	7019	650	0.36093	0.010937273	0.15	4	33	0	1	0
6984	40233	450	0.24326	0.010135833	0.15	4	24	0	1	0
6984	40556	450	0.15996	0.006665	0.15	4	24	0	1	0
6985	6930	1200	0.07667	0.003194583	0.15	4	24	0	1	0
6985	7022	1200	0.07788	0.003245	0.15	4	24	0	1	0
6985	31309	1200	0.04089	0.00170375	0.15	4	24	0	1	0
6985	31311	1200	0.03849	0.00160375	0.15	4	24	0	1	0
6987	6955	400	0.07924	0.003301667	0.15	4	24	0	1	0
6987	6960	1200	0.04986	0.0020775	0.15	4	24	0	1	0
6987	7026	1200	0.07796	0.003248333	0.15	4	24	0	1	0
6989	6876	7800	0.15717	0.002345821	0.15	4	67	0	1	0
6990	19949	675	0.17697	0.004537692	0.15	4	39	0	1	0
6990	31171	5850	0.50353	0.007515373	0.15	4	67	0	1	0
6991	6977	800	0.03928	0.001636667	0.15	4	24	0	1	0
6991	7008	800	0.03543	0.00147625	0.15	4	24	0	1	0
6992	7062	1300	0.12457	0.003774848	0.15	4	33	0	1	0
6992	19586	1300	0.12596	0.00381697	0.15	4	33	0	1	0
6992	30994	1300	0.27433	0.00831303	0.15	4	33	0	1	0
6993	6941	1200	0.07423	0.003092917	0.15	4	24	0	1	0
6993	7020	1200	0.07547	0.003144583	0.15	4	24	0	1	0
6993	7030	1200	0.0769	0.003204167	0.15	4	24	0	1	0
6995	6937	1200	0.08054	0.003355833	0.15	4	24	0	1	0
6995	6981	800	0.0353	0.001470833	0.15	4	24	0	1	0
6995	7013	400	0.04248	0.00177	0.15	4	24	0	1	0
6995	31306	1200	0.07661	0.003192083	0.15	4	24	0	1	0
6996	6949	800	0.08026	0.003344167	0.15	4	24	0	1	0
6996	6952	400	0.07819	0.003257917	0.15	4	24	0	1	0
6996	7029	800	0.08359	0.003482917	0.15	4	24	0	1	0
6997	6949	400	0.07924	0.003301667	0.15	4	24	0	1	0
6997	6960	1200	0.07939	0.003307917	0.15	4	24	0	1	0
6997	7029	1400	0.08197	0.002644194	0.15	4	31	0	1	0
6998	6947	2600	0.06224	0.002007742	0.15	4	31	0	1	0
6998	7034	2600	0.06323	0.002039677	0.15	4	31	0	1	0
6998	54429	450	0.12295	0.005122917	0.15	4	24	0	1	0
6999	6998	2600	0.25402	0.007697576	0.15	4	33	0	1	0
6999	52502	450	0.06256	0.002606667	0.15	4	24	0	1	0
7002	6951	1300	0.06175	0.001871212	0.15	4	33	0	1	0
7002	6999	2600	0.24159	0.007320909	0.15	4	33	0	1	0
7002	7035	1300	0.06273	0.001900909	0.15	4	33	0	1	0
7003	6904	3900	0.71118	0.011112188	0.15	4	64	0	1	0
7003	7002	1950	0.2126	0.006442424	0.15	4	33	0	1	0
7004	7003	1950	0.15807	0.00479	0.15	4	33	0	1	0
7004	7085	1350	0.12642	0.0052675	0.15	4	24	0	1	0
7004	19718	1350	0.12499	0.005207917	0.15	4	24	0	1	0
7005	6771	450	0.35511	0.01479625	0.15	4	24	0	1	0
7005	19445	650	0.17163	0.005200909	0.15	4	33	0	1	0
7005	30985	650	0.09156	0.002774545	0.15	4	33	0	1	0
7008	6955	1200	0.07717	0.003215417	0.15	4	24	0	1	0
7008	6991	800	0.03543	0.00147625	0.15	4	24	0	1	0
7008	7014	1200	0.01954	0.000814167	0.15	4	24	0	1	0
7008	7018	800	0.03858	0.0016075	0.15	4	24	0	1	0
7010	6950	400	0.07846	0.003269167	0.15	4	24	0	1	0
7010	6978	1200	0.07857	0.00327375	0.15	4	24	0	1	0
7010	7037	400	0.07772	0.003238333	0.15	4	24	0	1	0
7011	1227	99999	0.28503	0.0142515	0.15	4	20	0	1	0
7011	19204	1300	0.11639	0.003754516	0.15	4	31	0	1	0
7011	19207	1300	0.07506	0.00242129	0.15	4	31	0	1	0
7013	6995	800	0.04248	0.00177	0.15	4	24	0	1	0
7013	7021	400	0.03654	0.0015225	0.15	4	24	0	1	0
7014	1327	99999	0.06718	0.003535789	0.15	4	19	0	1	0
7014	7008	1200	0.01954	0.000814167	0.15	4	24	0	1	0
7014	7038	1200	0.06005	0.002502083	0.15	4	24	0	1	0
7015	7004	1950	0.10844	0.003286061	0.15	4	33	0	1	0
7015	7084	3600	0.11907	0.003218108	0.15	4	37	0	1	0
7016	6967	1200	0.07851	0.00327125	0.15	4	24	0	1	0
7016	7045	1200	0.07711	0.003212917	0.15	4	24	0	1	0
7016	31309	1200	0.03601	0.001500417	0.15	4	24	0	1	0
7016	31310	1200	0.04862	0.002025833	0.15	4	24	0	1	0
7017	6770	5850	0.36808	0.005334493	0.15	4	69	0	1	0
7018	7008	800	0.03858	0.0016075	0.15	4	24	0	1	0
7018	7026	800	0.04327	0.001802917	0.15	4	24	0	1	0
7019	6984	650	0.36093	0.010937273	0.15	4	33	0	1	0
7019	40554	650	0.07698	0.002332727	0.15	4	33	0	1	0
7020	6978	400	0.07446	0.0031025	0.15	4	24	0	1	0
7020	6993	1200	0.07547	0.003144583	0.15	4	24	0	1	0
7020	7052	400	0.07737	0.00322375	0.15	4	24	0	1	0
7020	40596	1200	0.06724	0.002801667	0.15	4	24	0	1	0
7021	6977	1200	0.07887	0.00328625	0.15	4	24	0	1	0
7021	7013	800	0.03654	0.0015225	0.15	4	24	0	1	0
7021	7028	400	0.03781	0.001575417	0.15	4	24	0	1	0
7021	7057	1200	0.07804	0.003251667	0.15	4	24	0	1	0
7022	6985	1200	0.07788	0.003245	0.15	4	24	0	1	0
7022	7010	1200	0.07742	0.003225833	0.15	4	24	0	1	0
7022	7061	1200	0.07843	0.003267917	0.15	4	24	0	1	0
7026	6987	1200	0.07796	0.003248333	0.15	4	24	0	1	0
7026	7018	800	0.04327	0.001802917	0.15	4	24	0	1	0
7026	7036	800	0.03999	0.001538077	0.15	4	26	0	1	0
7026	7039	1200	0.03022	0.001259167	0.15	4	24	0	1	0
7028	7021	800	0.03781	0.001575417	0.15	4	24	0	1	0
7028	7038	400	0.04053	0.00168875	0.15	4	24	0	1	0
7029	6996	800	0.08359	0.003482917	0.15	4	24	0	1	0
7029	6997	1400	0.08197	0.002644194	0.15	4	31	0	1	0
7029	7088	800	0.08512	0.003273846	0.15	4	26	0	1	0
7029	19892	1400	0.08022	0.002587742	0.15	4	31	0	1	0
7030	6993	1200	0.0769	0.003204167	0.15	4	24	0	1	0
7030	7015	1200	0.07437	0.00309875	0.15	4	24	0	1	0
7030	7087	1200	0.08283	0.003185769	0.15	4	26	0	1	0
7031	7073	2600	0.06274	0.002023871	0.15	4	31	0	1	0
7031	19590	2600	0.06583	0.002123548	0.15	4	31	0	1	0
7034	6998	2600	0.06323	0.002039677	0.15	4	31	0	1	0
7034	7074	2600	0.06077	0.001960323	0.15	4	31	0	1	0
7035	1311	99999	0.10577	0.0052885	0.15	4	20	0	1	0
7035	7002	1300	0.06273	0.001900909	0.15	4	33	0	1	0
7035	7081	1300	0.06273	0.001900909	0.15	4	33	0	1	0
7036	7026	800	0.03999	0.001538077	0.15	4	26	0	1	0
7036	7044	800	0.0335	0.001288462	0.15	4	26	0	1	0
7037	7010	400	0.07772	0.003238333	0.15	4	24	0	1	0
7037	7061	1200	0.07787	0.003244583	0.15	4	24	0	1	0
7037	7093	400	0.07725	0.00321875	0.15	4	24	0	1	0
7038	7014	1200	0.06005	0.002502083	0.15	4	24	0	1	0
7038	7028	800	0.04053	0.00168875	0.15	4	24	0	1	0
7038	7050	400	0.03852	0.001605	0.15	4	24	0	1	0
7038	7094	1200	0.07464	0.00311	0.15	4	24	0	1	0
7039	1327	99999	0.12381	0.006516316	0.15	4	19	0	1	0
7039	7026	1200	0.03022	0.001259167	0.15	4	24	0	1	0
7039	7064	1200	0.04782	0.0019925	0.15	4	24	0	1	0
7040	6858	450	0.27809	0.011587083	0.15	4	24	0	1	0
7040	7118	450	0.1258	0.005241667	0.15	4	24	0	1	0
7040	54357	450	0.70087	0.030472609	0.15	4	23	0	1	0
7043	245	99999	0.40048	0.015403077	0.15	4	26	0	1	0
7043	7046	1700	0.24714	0.005616818	0.15	4	44	0	1	0
7043	7128	1700	0.44446	0.010101364	0.15	4	44	0	1	0
7044	7036	800	0.0335	0.001288462	0.15	4	26	0	1	0
7044	7059	800	0.04618	0.001776154	0.15	4	26	0	1	0
7045	7016	1200	0.07711	0.003212917	0.15	4	24	0	1	0
7045	7022	1200	0.0786	0.003275	0.15	4	24	0	1	0
7045	7096	1200	0.07726	0.003219167	0.15	4	24	0	1	0
7046	7043	1700	0.24714	0.005616818	0.15	4	44	0	1	0
7046	7048	1700	0.24574	0.005585	0.15	4	44	0	1	0
7046	34402	725	0.42407	0.01060175	0.15	4	40	0	1	0
7048	7017	1450	0.30268	0.007567	0.15	4	40	0	1	0
7048	7046	1700	0.24574	0.005585	0.15	4	44	0	1	0
7048	7054	1700	0.37465	0.008514773	0.15	4	44	0	1	0
7049	18952	1900	0.06448	0.001401739	0.15	4	46	0	1	0
7049	19952	1900	0.06963	0.001513696	0.15	4	46	0	1	0
7050	7038	800	0.03852	0.001605	0.15	4	24	0	1	0
7050	7064	400	0.0404	0.001683333	0.15	4	24	0	1	0
7051	6940	1250	0.34206	0.008770769	0.15	4	39	0	1	0
7051	6964	5850	0.14752	0.002305	0.15	4	64	0	1	0
7052	7020	400	0.07737	0.00322375	0.15	4	24	0	1	0
7052	7099	400	0.07823	0.003259583	0.15	4	24	0	1	0
7052	40597	1200	0.03722	0.001550833	0.15	4	24	0	1	0
7053	7169	5850	0.16536	0.00258375	0.15	4	64	0	1	0
7054	7048	1700	0.37465	0.008514773	0.15	4	44	0	1	0
7054	7058	1900	0.19629	0.004267174	0.15	4	46	0	1	0
7054	54777	550	0.38788	0.012929333	0.15	4	30	0	1	0
7055	7292	3900	0.6096	0.009525	0.15	4	64	0	1	0
7056	7169	625	0.16428	0.004107	0.15	4	40	0	1	0
7056	31165	5850	0.15338	0.002396563	0.15	4	64	0	1	0
7057	7021	1200	0.07804	0.003251667	0.15	4	24	0	1	0
7057	7067	1200	0.03861	0.00160875	0.15	4	24	0	1	0
7057	7101	1200	0.07711	0.003212917	0.15	4	24	0	1	0
7057	31307	1200	0.0342	0.001425	0.15	4	24	0	1	0
7058	7054	1900	0.19629	0.004267174	0.15	4	46	0	1	0
7058	18909	1900	0.55293	0.012020217	0.15	4	46	0	1	0
7058	34434	550	0.20354	0.005815429	0.15	4	35	0	1	0
7058	50216	550	0.08157	0.002330571	0.15	4	35	0	1	0
7059	1320	99999	0.04693	0.00247	0.15	4	19	0	1	0
7059	7044	800	0.04618	0.001776154	0.15	4	26	0	1	0
7059	7088	800	0.03815	0.001467308	0.15	4	26	0	1	0
7060	18909	1900	0.0292	0.000634783	0.15	4	46	0	1	0
7060	18945	1900	0.22153	0.00481587	0.15	4	46	0	1	0
7061	7022	1200	0.07843	0.003267917	0.15	4	24	0	1	0
7061	7104	1200	0.06747	0.00281125	0.15	4	24	0	1	0
7061	40598	1200	0.0655	0.002729167	0.15	4	24	0	1	0
7062	6992	1300	0.12457	0.003774848	0.15	4	33	0	1	0
7062	7146	650	0.12606	0.004066452	0.15	4	31	0	1	0
7062	30937	2250	0.2764	0.007677778	0.15	4	36	0	1	0
7063	7113	1900	0.07012	0.001348462	0.15	4	52	0	1	0
7063	19951	3500	0.15827	0.002229155	0.15	4	71	0	1	0
7064	7039	1200	0.04782	0.0019925	0.15	4	24	0	1	0
7064	7050	800	0.0404	0.001683333	0.15	4	24	0	1	0
7064	7091	800	0.04158	0.0017325	0.15	4	24	0	1	0
7064	7109	1200	0.07602	0.0031675	0.15	4	24	0	1	0
7065	7073	3000	0.24715	0.006865278	0.15	4	36	0	1	0
7065	7149	1300	0.12598	0.003817576	0.15	4	33	0	1	0
7065	19591	1300	0.12775	0.003871212	0.15	4	33	0	1	0
7067	7057	1200	0.03861	0.00160875	0.15	4	24	0	1	0
7067	7094	1200	0.04258	0.001774167	0.15	4	24	0	1	0
7069	6888	850	0.39868	0.009060909	0.15	4	44	0	1	0
7069	7070	1900	0.48701	0.010587174	0.15	4	46	0	1	0
7069	7281	850	0.51358	0.011672273	0.15	4	44	0	1	0
7069	18945	1900	0.25398	0.005521304	0.15	4	46	0	1	0
7070	208	99999	0.25775	0.009913462	0.15	4	26	0	1	0
7070	7069	1900	0.48701	0.010587174	0.15	4	46	0	1	0
7070	7080	1700	0.50668	0.011515455	0.15	4	44	0	1	0
7073	7031	2600	0.06274	0.002023871	0.15	4	31	0	1	0
7073	7154	2600	0.12352	0.003984516	0.15	4	31	0	1	0
7073	40590	3000	0.12356	0.003432222	0.15	4	36	0	1	0
7074	7034	2600	0.06077	0.001960323	0.15	4	31	0	1	0
7074	7161	2600	0.125	0.004032258	0.15	4	31	0	1	0
7074	30717	3000	0.24781	0.006883611	0.15	4	36	0	1	0
7079	7162	650	0.12356	0.003985806	0.15	4	31	0	1	0
7079	31030	2250	0.1734	0.004816667	0.15	4	36	0	1	0
7079	40202	650	0.12439	0.004012581	0.15	4	31	0	1	0
7080	7070	1700	0.50668	0.011515455	0.15	4	44	0	1	0
7080	7271	550	0.46035	0.013152857	0.15	4	35	0	1	0
7080	18908	1700	0.16983	0.003859773	0.15	4	44	0	1	0
7081	7035	1300	0.06273	0.001900909	0.15	4	33	0	1	0
7081	7082	3000	0.17395	0.004831944	0.15	4	36	0	1	0
7081	7166	1300	0.12546	0.003801818	0.15	4	33	0	1	0
7082	7083	3000	0.07248	0.002013333	0.15	4	36	0	1	0
7082	7167	900	0.12644	0.005497391	0.15	4	23	0	1	0
7083	7086	1500	0.06214	0.001726111	0.15	4	36	0	1	0
7084	7087	1200	0.06834	0.0028475	0.15	4	24	0	1	0
7084	7170	1350	0.12596	0.005476522	0.15	4	23	0	1	0
7085	7004	1350	0.12642	0.0052675	0.15	4	24	0	1	0
7085	7084	1350	0.05799	0.00241625	0.15	4	24	0	1	0
7085	7171	1350	0.12544	0.005226667	0.15	4	24	0	1	0
7086	1312	99999	0.0649	0.003245	0.15	4	20	0	1	0
7086	7085	2250	0.06144	0.001706667	0.15	4	36	0	1	0
7087	7030	1200	0.08283	0.003185769	0.15	4	26	0	1	0
7087	7099	1200	0.08019	0.00334125	0.15	4	24	0	1	0
7088	7029	800	0.08512	0.003273846	0.15	4	26	0	1	0
7088	7059	800	0.03815	0.001467308	0.15	4	26	0	1	0
7088	7115	800	0.07773	0.002989615	0.15	4	26	0	1	0
7089	7045	1200	0.07809	0.00325375	0.15	4	24	0	1	0
7089	7112	1200	0.07636	0.003181667	0.15	4	24	0	1	0
7089	31306	400	0.07709	0.003212083	0.15	4	24	0	1	0
7090	18907	1700	0.18481	0.004200227	0.15	4	44	0	1	0
7090	18908	1700	0.22667	0.005151591	0.15	4	44	0	1	0
7091	7064	800	0.04158	0.0017325	0.15	4	24	0	1	0
7091	7097	800	0.03757	0.001565417	0.15	4	24	0	1	0
7092	6881	3900	0.27189	0.004248281	0.15	4	64	0	1	0
7092	6983	1250	0.14406	0.003693846	0.15	4	39	0	1	0
7093	7037	400	0.07725	0.00321875	0.15	4	24	0	1	0
7093	7052	1200	0.08062	0.003359167	0.15	4	24	0	1	0
7093	7120	400	0.0781	0.003254167	0.15	4	24	0	1	0
7094	7038	1200	0.07464	0.00311	0.15	4	24	0	1	0
7094	7067	1200	0.04258	0.001774167	0.15	4	24	0	1	0
7094	7098	1200	0.04234	0.001764167	0.15	4	24	0	1	0
7094	7121	400	0.07845	0.00326875	0.15	4	24	0	1	0
7096	7045	1200	0.07726	0.003219167	0.15	4	24	0	1	0
7096	7112	1200	0.07615	0.003172917	0.15	4	24	0	1	0
7096	7125	1200	0.07781	0.003242083	0.15	4	24	0	1	0
7096	40598	1200	0.01184	0.000493333	0.15	4	24	0	1	0
7097	7091	800	0.03757	0.001565417	0.15	4	24	0	1	0
7097	7106	800	0.03898	0.001624167	0.15	4	24	0	1	0
7097	19728	400	0.07602	0.002923846	0.15	4	26	0	1	0
7098	7094	1200	0.04234	0.001764167	0.15	4	24	0	1	0
7098	7109	1200	0.03481	0.001450417	0.15	4	24	0	1	0
7099	7052	400	0.07823	0.003259583	0.15	4	24	0	1	0
7099	7107	1200	0.01949	0.000812083	0.15	4	24	0	1	0
7099	7131	400	0.07697	0.003207083	0.15	4	24	0	1	0
7101	7057	1200	0.07711	0.003212917	0.15	4	24	0	1	0
7101	7089	1200	0.0769	0.003204167	0.15	4	24	0	1	0
7101	7132	1200	0.07576	0.003156667	0.15	4	24	0	1	0
7103	6932	2200	0.26766	0.004956667	0.15	4	54	0	1	0
7103	7202	2200	0.24632	0.004561481	0.15	4	54	0	1	0
7103	30198	550	0.15579	0.005193	0.15	4	30	0	1	0
7104	7061	1200	0.06747	0.00281125	0.15	4	24	0	1	0
7104	7108	1200	0.00758	0.000315833	0.15	4	24	0	1	0
7105	7217	1700	0.25279	0.005745227	0.15	4	44	0	1	0
7105	40095	1700	0.1117	0.002538636	0.15	4	44	0	1	0
7106	7097	800	0.03898	0.001624167	0.15	4	24	0	1	0
7106	7115	800	0.03994	0.001664167	0.15	4	24	0	1	0
7107	1315	99999	0.13118	0.006904211	0.15	4	19	0	1	0
7107	7120	1200	0.05944	0.002476667	0.15	4	24	0	1	0
7108	7093	1200	0.07601	0.003167083	0.15	4	24	0	1	0
7108	7104	1200	0.00758	0.000315833	0.15	4	24	0	1	0
7108	7159	1200	0.08252	0.003438333	0.15	4	24	0	1	0
7109	7064	1200	0.07602	0.0031675	0.15	4	24	0	1	0
7109	7098	1200	0.03481	0.001450417	0.15	4	24	0	1	0
7109	7165	1200	0.08062	0.003359167	0.15	4	24	0	1	0
7109	31312	1200	0.05075	0.002114583	0.15	4	24	0	1	0
7112	7089	1200	0.07636	0.003181667	0.15	4	24	0	1	0
7112	7096	1200	0.07615	0.003172917	0.15	4	24	0	1	0
7112	7132	1200	0.08036	0.003348333	0.15	4	24	0	1	0
7112	7173	1200	0.07831	0.003262917	0.15	4	24	0	1	0
7113	7063	1900	0.07012	0.001348462	0.15	4	52	0	1	0
7113	7143	1900	0.6875	0.013221154	0.15	4	52	0	1	0
7113	18949	550	0.13246	0.003784571	0.15	4	35	0	1	0
7113	19950	550	0.05475	0.001825	0.15	4	30	0	1	0
7114	1543	99999	0.24927	0.0099708	0.15	4	25	0	1	0
7114	6959	500	0.25142	0.007856875	0.15	4	32	0	1	0
7114	7223	500	0.25092	0.00784125	0.15	4	32	0	1	0
7115	7088	800	0.07773	0.002989615	0.15	4	26	0	1	0
7115	7106	800	0.03994	0.001664167	0.15	4	24	0	1	0
7115	7175	800	0.07892	0.003035385	0.15	4	26	0	1	0
7118	7040	450	0.1258	0.005241667	0.15	4	24	0	1	0
7118	7126	1300	0.24768	0.007505455	0.15	4	33	0	1	0
7118	54342	1300	0.75409	0.022851212	0.15	4	33	0	1	0
7118	54355	450	0.18809	0.007837083	0.15	4	24	0	1	0
7120	7093	400	0.0781	0.003254167	0.15	4	24	0	1	0
7120	7159	1200	0.07626	0.0031775	0.15	4	24	0	1	0
7120	7182	400	0.07893	0.00328875	0.15	4	24	0	1	0
7121	7094	400	0.07845	0.00326875	0.15	4	24	0	1	0
7121	7101	1200	0.07794	0.0032475	0.15	4	24	0	1	0
7121	7180	400	0.07731	0.00322125	0.15	4	24	0	1	0
7125	7096	1200	0.07781	0.003242083	0.15	4	24	0	1	0
7125	7108	1200	0.07827	0.00326125	0.15	4	24	0	1	0
7125	7184	1200	0.07903	0.003292917	0.15	4	24	0	1	0
7126	1225	99999	0.1752	0.00876	0.15	4	20	0	1	0
7126	7118	1300	0.24768	0.007505455	0.15	4	33	0	1	0
7126	7174	1500	0.3121	0.00725814	0.15	4	43	0	1	0
7127	31325	1300	0.02547	0.000771818	0.15	4	33	0	1	0
7127	40701	1300	0.14178	0.004296364	0.15	4	33	0	1	0
7127	54321	1300	0.07753	0.002349394	0.15	4	33	0	1	0
7127	54338	1300	0.15266	0.004626061	0.15	4	33	0	1	0
7128	7043	1700	0.44446	0.010101364	0.15	4	44	0	1	0
7128	7130	1700	0.0389	0.000884091	0.15	4	44	0	1	0
7128	18953	550	0.18032	0.005152	0.15	4	35	0	1	0
7129	1532	99999	0.56162	0.0224648	0.15	4	25	0	1	0
7129	6946	1500	0.29988	0.007891579	0.15	4	38	0	1	0
7129	7253	1500	0.38799	0.010210263	0.15	4	38	0	1	0
7130	7128	1700	0.0389	0.000884091	0.15	4	44	0	1	0
7130	18952	1900	0.1651	0.00358913	0.15	4	46	0	1	0
7130	19953	2200	0.2958	0.005477778	0.15	4	54	0	1	0
7130	34398	2200	0.30083	0.005570926	0.15	4	54	0	1	0
7131	7099	400	0.07697	0.003207083	0.15	4	24	0	1	0
7131	7170	1200	0.10222	0.004259167	0.15	4	24	0	1	0
7131	7182	1200	0.07853	0.003272083	0.15	4	24	0	1	0
7132	7101	1200	0.07576	0.003156667	0.15	4	24	0	1	0
7132	7112	1200	0.08036	0.003348333	0.15	4	24	0	1	0
7132	7177	1200	0.0651	0.0027125	0.15	4	24	0	1	0
7132	7185	1200	0.08054	0.003355833	0.15	4	24	0	1	0
7133	1226	99999	0.31623	0.0158115	0.15	4	20	0	1	0
7133	7134	1300	0.47215	0.014307576	0.15	4	33	0	1	0
7133	54338	1300	0.37622	0.011400606	0.15	4	33	0	1	0
7134	7133	1300	0.47215	0.014307576	0.15	4	33	0	1	0
7134	19207	1300	0.14923	0.004813871	0.15	4	31	0	1	0
7134	19217	1300	0.32015	0.010327419	0.15	4	31	0	1	0
7134	54342	1300	0.24856	0.007532121	0.15	4	33	0	1	0
7135	7137	1700	0.50114	0.010227347	0.15	4	49	0	1	0
7135	7145	1700	0.5071	0.01034898	0.15	4	49	0	1	0
7135	31407	500	0.04286	0.001339375	0.15	4	32	0	1	0
7135	50436	500	0.0072	0.000225	0.15	4	32	0	1	0
7136	7141	1900	0.37559	0.007222885	0.15	4	52	0	1	0
7136	7142	1700	0.45607	0.009307551	0.15	4	49	0	1	0
7136	34421	750	0.19338	0.00586	0.15	4	33	0	1	0
7136	54598	1500	0.25415	0.007701515	0.15	4	33	0	1	0
7137	7135	1700	0.50114	0.010227347	0.15	4	49	0	1	0
7137	7142	1700	0.99175	0.020239796	0.15	4	49	0	1	0
7137	31176	1500	0.47558	0.014411515	0.15	4	33	0	1	0
7137	31399	1500	0.22472	0.006809697	0.15	4	33	0	1	0
7138	7139	650	0.21653	0.006984839	0.15	4	31	0	1	0
7138	7201	450	0.1535	0.006395833	0.15	4	24	0	1	0
